Fecha de descarga,Tipo,URL
2026-05-03,css,https://cdn.simplecss.org/simple.min.css
2026-05-03,css,https://cdn.datatables.net/2.3.8/css/dataTables.dataTables.css
2026-05-03,js,https://cdn.datatables.net/2.3.8/js/dataTables.js
2026-05-03,js,https://cdn.datatables.net/plug-ins/2.3.8/i18n/es-MX.json
2026-05-03,js,https://code.jquery.com/jquery-3.7.1.js
